Origin Country,Destination Country,Intermediate Nodes,Transaction Type,Transaction Currency,Tax Treaty Applicable,Tax Evasion Risk Index
Japan,India,Singapore,Royalty,JPY,No,51.51710128492457
Canada,Mexico,Cayman Islands,Investment,CAD,No,70.0
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,15.437295731400976
UK,China,Hong Kong,Intercompany Loan,GBP,No,64.18463345698879
Switzerland,Brazil,Singapore,Investment,CHF,No,49.534081064145376
UK,China,Singapore,Acquisition,GBP,Yes,15.062871731151546
France,South Africa,Mauritius,Royalty,EUR,No,55.450065291851764
UK,China,Hong Kong,Intercompany Loan,GBP,No,66.82723195473133
Canada,China,Hong Kong,Acquisition,CAD,No,63.919705904457125
USA,South Africa,Ireland,Dividend,USD,Yes,30.491599796220314
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,25.29832611991072
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,25.68401862985127
Japan,India,Singapore,Royalty,JPY,No,50.04486027880186
USA,South Africa,Ireland,Dividend,USD,Yes,30.322857682019652
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,59.15895835832702
UK,India,Singapore,Investment,GBP,Yes,34.71395005376732
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,70.0
Japan,India,Singapore,Royalty,JPY,No,49.55665479530362
France,USA,Ireland,Acquisition,EUR,Yes,18.54461964308295
Japan,India,Singapore,Royalty,JPY,No,49.96676142403752
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,60.14516247235863
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,67.90206459528183
Canada,Mexico,Cayman Islands,Investment,CAD,No,70.0
Japan,India,Singapore,Royalty,JPY,No,50.98455693513224
Netherlands,India,Mauritius,Royalty,EUR,Yes,20.17701359730459
Japan,India,Singapore,Royalty,JPY,No,52.12879465125249
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,68.59986042651298
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,26.336247991158867
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,28.450984328439354
France,USA,Ireland,Acquisition,EUR,Yes,20.558984786956866
Canada,China,Hong Kong,Acquisition,CAD,No,64.96905158310378
USA,India,Netherlands;Singapore,Investment,USD,Yes,24.452773107203498
UK,India,Singapore,Investment,GBP,Yes,34.39983201497653
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,41.581801315343945
UK,India,Singapore,Investment,GBP,Yes,36.44572267129632
USA,UK,Ireland,Acquisition,USD,Yes,10.253889533936132
UK,India,Singapore,Investment,GBP,Yes,34.44507058335813
UK,India,Singapore,Investment,GBP,Yes,35.306333063715414
France,South Africa,Mauritius,Royalty,EUR,No,55.01556655097278
Japan,India,Singapore,Royalty,JPY,No,47.91930276172873
USA,UK,Ireland,Acquisition,USD,Yes,10.0
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,24.953884430142992
USA,South Africa,Ireland,Dividend,USD,Yes,30.13637741829936
Germany,China,Hong Kong,Royalty,EUR,No,54.88356243433268
Germany,China,Hong Kong,Royalty,EUR,No,53.686852828044444
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,39.86153728192954
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,59.62788801632385
Netherlands,India,Mauritius,Royalty,EUR,Yes,19.245096888248973
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,26.55026811178415
France,South Africa,Mauritius,Royalty,EUR,No,54.26639960686067
France,USA,Ireland,Acquisition,EUR,Yes,19.865972495717706
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,40.72755605345401
Japan,India,Singapore,Royalty,JPY,No,49.62170886559174
UK,India,Singapore,Investment,GBP,Yes,35.06833894284684
France,South Africa,Mauritius,Royalty,EUR,No,54.350747317415355
France,South Africa,Mauritius,Royalty,EUR,No,55.2697502954727
USA,India,Netherlands;Singapore,Investment,USD,Yes,25.848142761259705
UK,India,Singapore,Investment,GBP,Yes,35.59544437718063
USA,UK,Ireland,Acquisition,USD,Yes,11.098836410971645
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,28.589531473145506
Canada,China,Hong Kong,Acquisition,CAD,No,66.02327620390281
UK,China,Hong Kong,Intercompany Loan,GBP,No,65.46430172518978
Canada,China,Hong Kong,Acquisition,CAD,No,64.50610077501835
UK,China,Singapore,Acquisition,GBP,Yes,14.833413270523561
Germany,China,Hong Kong,Royalty,EUR,No,54.97784300795926
Switzerland,Brazil,Singapore,Investment,CHF,No,50.477692660306644
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,59.89699354280328
UK,India,Singapore,Investment,GBP,Yes,36.38189427291713
USA,UK,Ireland,Acquisition,USD,Yes,10.0
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,25.496618898339115
USA,UK,Ireland,Acquisition,USD,Yes,10.0
USA,South Africa,Ireland,Dividend,USD,Yes,31.241948961545333
France,South Africa,Mauritius,Royalty,EUR,No,55.1773938534647
Japan,India,Singapore,Royalty,JPY,No,50.79909732537305
USA,UK,Ireland,Acquisition,USD,Yes,10.0
USA,South Africa,Ireland,Dividend,USD,Yes,31.570383347337167
UK,India,Singapore,Investment,GBP,Yes,34.05200374429137
France,USA,Ireland,Acquisition,EUR,Yes,19.55885123230847
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,29.169758067462258
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,15.239397938556223
USA,India,Netherlands;Singapore,Investment,USD,Yes,23.33547149545144
Japan,India,Singapore,Royalty,JPY,No,49.541131816912326
Switzerland,Brazil,Singapore,Investment,CHF,No,47.976437031309636
Japan,India,Singapore,Royalty,JPY,No,49.987330301761325
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,42.076646658182426
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,62.21111106193567
USA,UK,Ireland,Acquisition,USD,Yes,10.0
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,38.49680189479652
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,14.893300186967378
Canada,Mexico,Cayman Islands,Investment,CAD,No,69.80582883096608
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,31.315330275584724
Japan,India,Singapore,Royalty,JPY,No,49.83641190526422
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,38.150768844294966
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,57.7754112913412
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,38.63100039097252
UK,China,Singapore,Acquisition,GBP,Yes,14.845446937412248
UK,China,Singapore,Acquisition,GBP,Yes,15.671604830597401
UK,China,Hong Kong,Intercompany Loan,GBP,No,65.79423932267566
UK,China,Hong Kong,Intercompany Loan,GBP,No,64.34083266047604
Switzerland,Brazil,Singapore,Investment,CHF,No,48.60729692530071
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,70.0
UK,India,Singapore,Investment,GBP,Yes,35.58253507405706
France,South Africa,Mauritius,Royalty,EUR,No,55.68985034051124
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,29.74416618506651
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,24.475513977191856
UK,China,Hong Kong,Intercompany Loan,GBP,No,66.68783179123717
Japan,India,Singapore,Royalty,JPY,No,48.76012616814979
USA,UK,Ireland,Acquisition,USD,Yes,10.708530410255353
Switzerland,Brazil,Singapore,Investment,CHF,No,50.31156933541353
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,39.31433499115836
USA,India,Netherlands;Singapore,Investment,USD,Yes,24.815012123461166
USA,South Africa,Ireland,Dividend,USD,Yes,29.34416849766381
UK,China,Hong Kong,Intercompany Loan,GBP,No,63.86788930248937
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,70.0
Canada,China,Hong Kong,Acquisition,CAD,No,65.0369761290342
USA,UK,Ireland,Acquisition,USD,Yes,10.526068200490347
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,58.34817879264173
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,15.448936066630475
France,USA,Ireland,Acquisition,EUR,Yes,21.169576992135525
Germany,China,Hong Kong,Royalty,EUR,No,54.64236447164597
USA,UK,Ireland,Acquisition,USD,Yes,10.06986010796412
France,South Africa,Mauritius,Royalty,EUR,No,54.821478386763154
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,15.165824893378005
UK,India,Singapore,Investment,GBP,Yes,35.328251267144985
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,16.24377347535892
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,30.444847771497113
France,South Africa,Mauritius,Royalty,EUR,No,55.221039646648116
USA,India,Netherlands;Singapore,Investment,USD,Yes,24.537041010430567
Canada,China,Hong Kong,Acquisition,CAD,No,64.55820252202786
USA,UK,Ireland,Acquisition,USD,Yes,10.317815572447218
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,29.689074226562624
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,70.0
France,USA,Ireland,Acquisition,EUR,Yes,20.6327351478306
Switzerland,Brazil,Singapore,Investment,CHF,No,50.48456736417569
USA,South Africa,Ireland,Dividend,USD,Yes,29.83683270218561
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,40.32055370285699
Japan,India,Singapore,Royalty,JPY,No,49.992391679572414
UK,China,Singapore,Acquisition,GBP,Yes,15.636521282999547
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,38.89844231249395
Germany,China,Hong Kong,Royalty,EUR,No,56.327241824232026
Canada,China,Hong Kong,Acquisition,CAD,No,63.4134983130983
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,70.0
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,15.131493365940086
USA,South Africa,Ireland,Dividend,USD,Yes,30.834251617565506
UK,China,Hong Kong,Intercompany Loan,GBP,No,65.16076332257593
UK,China,Singapore,Acquisition,GBP,Yes,14.289397088726878
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,27.022126880190413
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,41.18986056905713
Canada,Mexico,Cayman Islands,Investment,CAD,No,70.0
France,South Africa,Mauritius,Royalty,EUR,No,55.619916293995566
France,USA,Ireland,Acquisition,EUR,Yes,19.5537374640399
USA,UK,Ireland,Acquisition,USD,Yes,10.0
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,38.55908253716983
Switzerland,Brazil,Singapore,Investment,CHF,No,50.17520501698858
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,16.28174308422091
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,15.301673115706707
France,South Africa,Mauritius,Royalty,EUR,No,55.70818661640515
UK,China,Singapore,Acquisition,GBP,Yes,14.608160275732258
Japan,India,Singapore,Royalty,JPY,No,49.63687058473964
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,69.36398947745852
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,29.983364351962614
USA,UK,Ireland,Acquisition,USD,Yes,11.51984195800718
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,30.157929481990205
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,61.38060423350802
Canada,Mexico,Cayman Islands,Investment,CAD,No,69.49358212152066
UK,China,Hong Kong,Intercompany Loan,GBP,No,65.31068919591281
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,29.14976678404687
USA,India,Netherlands;Singapore,Investment,USD,Yes,24.870642056291704
UK,China,Singapore,Acquisition,GBP,Yes,16.013900349477595
UK,India,Singapore,Investment,GBP,Yes,36.011149882139925
France,South Africa,Mauritius,Royalty,EUR,No,54.510806860886866
Switzerland,Brazil,Singapore,Investment,CHF,No,50.06694578565891
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,62.000690031379506
USA,India,Netherlands;Singapore,Investment,USD,Yes,26.059568815420874
Switzerland,Brazil,Singapore,Investment,CHF,No,49.350945847584626
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,14.660017136843123
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,24.910923803449144
UK,India,Singapore,Investment,GBP,Yes,34.15859149395099
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,17.525971446221046
Japan,India,Singapore,Royalty,JPY,No,51.42432800284247
USA,India,Netherlands;Singapore,Investment,USD,Yes,25.387574956240783
UK,China,Hong Kong,Intercompany Loan,GBP,No,67.36619921960074
UK,China,Hong Kong,Intercompany Loan,GBP,No,65.1018727672936
France,USA,Ireland,Acquisition,EUR,Yes,19.535145972002333
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,69.78431454140038
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,25.470624903965795
Canada,Mexico,Cayman Islands,Investment,CAD,No,70.0
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,13.482171246122043
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,25.50239477411502
UK,China,Hong Kong,Intercompany Loan,GBP,No,65.38138877277497
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,70.0
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,60.10175998125808
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,29.702861588290858
Canada,Mexico,Cayman Islands,Investment,CAD,No,69.94728903325446
France,USA,Ireland,Acquisition,EUR,Yes,20.455700242641722
Germany,China,Hong Kong,Royalty,EUR,No,53.565371628520715
USA,India,Netherlands;Singapore,Investment,USD,Yes,23.830709886534066
UK,China,Singapore,Acquisition,GBP,Yes,13.694575845700562
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,30.2478246290982
UK,China,Hong Kong,Intercompany Loan,GBP,No,64.8546565049145
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,69.8879874532874
Netherlands,India,Mauritius,Royalty,EUR,Yes,20.218215675940375
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,41.67525372618253
Germany,China,Hong Kong,Royalty,EUR,No,54.03138484817839
USA,South Africa,Ireland,Dividend,USD,Yes,28.965601103362093
France,South Africa,Mauritius,Royalty,EUR,No,54.27995915931391
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,38.68444691031329
UK,China,Singapore,Acquisition,GBP,Yes,16.321510531534873
USA,UK,Ireland,Acquisition,USD,Yes,10.0
Netherlands,India,Mauritius,Royalty,EUR,Yes,22.4613789168488
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,26.098395658825005
UK,India,Singapore,Investment,GBP,Yes,33.65869701658398
UK,India,Singapore,Investment,GBP,Yes,34.576907174074506
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,29.13441051105203
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,14.594036703509763
USA,South Africa,Ireland,Dividend,USD,Yes,29.72097329185506
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,60.15000340565997
Netherlands,India,Mauritius,Royalty,EUR,Yes,20.827661327147222
Netherlands,India,Mauritius,Royalty,EUR,Yes,17.573529992003525
Netherlands,India,Mauritius,Royalty,EUR,Yes,20.52829254668185
Canada,China,Hong Kong,Acquisition,CAD,No,64.90854124977298
France,South Africa,Mauritius,Royalty,EUR,No,55.594805989830434
France,South Africa,Mauritius,Royalty,EUR,No,55.887253269726
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,15.907499821261734
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,26.31846775890765
UK,China,Hong Kong,Intercompany Loan,GBP,No,66.61307428195138
Canada,China,Hong Kong,Acquisition,CAD,No,64.15438908172598
France,South Africa,Mauritius,Royalty,EUR,No,55.66009642120058
Switzerland,Brazil,Singapore,Investment,CHF,No,49.594913093207744
UK,China,Singapore,Acquisition,GBP,Yes,14.141148140828886
Canada,China,Hong Kong,Acquisition,CAD,No,66.51457514230307
USA,India,Netherlands;Singapore,Investment,USD,Yes,26.909101859535046
France,South Africa,Mauritius,Royalty,EUR,No,53.22583583353048
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,69.40215673240507
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,40.31722644942466
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,24.61837696430399
Switzerland,Brazil,Singapore,Investment,CHF,No,49.30108658195033
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,61.12089246918052
Germany,China,Hong Kong,Royalty,EUR,No,55.411898181458156
USA,UK,Ireland,Acquisition,USD,Yes,10.0
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,30.011941177063242
Switzerland,Brazil,Singapore,Investment,CHF,No,49.467978227516014
USA,South Africa,Ireland,Dividend,USD,Yes,31.47442482687393
Switzerland,Brazil,Singapore,Investment,CHF,No,50.109542917187355
UK,India,Singapore,Investment,GBP,Yes,33.80680921137948
Netherlands,India,Mauritius,Royalty,EUR,Yes,20.8583139794926
UK,China,Hong Kong,Intercompany Loan,GBP,No,65.6035665885166
Canada,China,Hong Kong,Acquisition,CAD,No,65.29652014160173
UK,China,Singapore,Acquisition,GBP,Yes,16.932829041914317
USA,South Africa,Ireland,Dividend,USD,Yes,29.89709411542867
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,60.037358442068935
UK,China,Singapore,Acquisition,GBP,Yes,12.614046073046303
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,39.36238404067762
France,USA,Ireland,Acquisition,EUR,Yes,19.45172244509687
Canada,China,Hong Kong,Acquisition,CAD,No,64.78593864141521
Switzerland,Brazil,Singapore,Investment,CHF,No,50.85158037702737
UK,China,Hong Kong,Intercompany Loan,GBP,No,64.8098718849226
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,70.0
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,15.51365518302038
France,South Africa,Mauritius,Royalty,EUR,No,55.25473648807176
Netherlands,India,Mauritius,Royalty,EUR,Yes,18.78482115859826
Switzerland,Brazil,Singapore,Investment,CHF,No,49.327280217229095
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,38.5534609014376
UK,China,Hong Kong,Intercompany Loan,GBP,No,63.42576997844228
USA,South Africa,Ireland,Dividend,USD,Yes,30.616122362707443
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,38.32200629272127
UK,India,Singapore,Investment,GBP,Yes,34.44897947863526
USA,UK,Ireland,Acquisition,USD,Yes,10.0
Canada,China,Hong Kong,Acquisition,CAD,No,64.71525838452371
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,23.42032149880297
France,USA,Ireland,Acquisition,EUR,Yes,22.004438314417033
Canada,China,Hong Kong,Acquisition,CAD,No,65.42564360461566
Canada,Mexico,Cayman Islands,Investment,CAD,No,69.68363911920218
UK,India,Singapore,Investment,GBP,Yes,34.002192986120015
France,South Africa,Mauritius,Royalty,EUR,No,56.50865285496759
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,40.28082174748994
Netherlands,India,Mauritius,Royalty,EUR,Yes,19.655284462275787
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,28.98543560555208
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,68.80624202873415
USA,South Africa,Ireland,Dividend,USD,Yes,31.7215852828129
Canada,Mexico,Cayman Islands,Investment,CAD,No,70.0
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,22.944277492046243
UK,China,Hong Kong,Intercompany Loan,GBP,No,64.38672854904839
UK,India,Singapore,Investment,GBP,Yes,34.16903699853168
France,USA,Ireland,Acquisition,EUR,Yes,19.45065914389361
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,29.90724506359055
USA,South Africa,Ireland,Dividend,USD,Yes,29.668771776070034
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,28.974255328042453
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,42.21284916565698
USA,UK,Ireland,Acquisition,USD,Yes,10.0
Switzerland,Brazil,Singapore,Investment,CHF,No,48.95810720426017
Japan,India,Singapore,Royalty,JPY,No,49.63219560248012
UK,China,Hong Kong,Intercompany Loan,GBP,No,63.537962112887264
USA,India,Netherlands;Singapore,Investment,USD,Yes,24.209969885680838
USA,India,Netherlands;Singapore,Investment,USD,Yes,25.065974557623466
UK,China,Singapore,Acquisition,GBP,Yes,15.952759904100548
Canada,Mexico,Cayman Islands,Investment,CAD,No,69.16231857836723
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,59.69874096063232
UK,China,Hong Kong,Intercompany Loan,GBP,No,64.8059081583078
USA,UK,Ireland,Acquisition,USD,Yes,10.0
UK,India,Singapore,Investment,GBP,Yes,33.90140650987132
Switzerland,Brazil,Singapore,Investment,CHF,No,49.86794883851165
Netherlands,India,Mauritius,Royalty,EUR,Yes,19.963565083903536
Switzerland,Brazil,Singapore,Investment,CHF,No,48.73095444300709
France,South Africa,Mauritius,Royalty,EUR,No,54.871047876993586
Switzerland,Brazil,Singapore,Investment,CHF,No,48.84112995806454
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,37.71342242952518
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,40.88958543812112
UK,China,Singapore,Acquisition,GBP,Yes,16.044933975479957
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,59.91015048409737
France,South Africa,Mauritius,Royalty,EUR,No,53.57420647093681
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,61.00644487127948
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,25.311878897418442
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,29.092231825995768
Japan,India,Singapore,Royalty,JPY,No,50.65598054724881
